Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,34753569692.92,38730585922.22,40124916940.59,43166678735.22,46425677734.14,46658755151.60,47296952928.76,48706787306.26,49073380173.72,47218405892.43,53749989092.02,67608919144.37,85302003908.04,103960017914.06,112980947728.38,115577256523.60,139966001509.59,158136326477.97,130760312876.68,131916516051.99,141759722464.00,128475498380.38,135411698965.11,140765018880.63,125074286021.14,128470534117.95,142961605733.03,160431092908.65,163503650313.08,155012927629.09
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,315973.60,301198.96,313641.68,334936.68,379872.17,415604.42,428157.69,440430.34,465423.03,520014.43,565470.01,617675.57,695115.78,894048.17,1127759.04,1217538.85,1326716.62,1503786.01,1621557.10,1943058.41,2290647.73,2481142.18,2462841.77,2428459.08,2483068.09,2622470.37,2728645.74,2789044020268.06,3016712766027.16,3132019265894.37,3584003974982.63,3678210135739.74,3681604157233.04,3958617158300.92,4336070560463.82,4882615077310.87,5334156131931.62,5657041808133.69,5502655624354.39,5358186624891.76,5833832943657.87,5906253561091.40,5994977399064.98,6735327226178.99,8028018379609.90,9600004965336.73,11384673867589.80,14151570813598.10,16994315603441.00,16486091961327.00,20019096942601.00,23644990415567.40,25141048332895.00,26562338492258.60,27471012811245.20,25940897345182.70,26151809852679.40,28866087354758.50,30647536029554.40,31357177768786.50,30032605030761.60
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,352596.71,341015.40,356969.39,383983.98,427048.41,469235.36,486690.91,499432.71,527405.43,590015.81,647108.51,699105.55,779608.28,989854.36,1258044.58,1375431.26,1490166.39,1681313.76,1824430.98,2177817.56,2568709.61,2900595.48,2856823.23,2752717.17,2777935.12,2925441.21,3025763.75,3103798327309.36,3335889936037.38,3445752662213.47,3924747351323.27,4020992367645.74,4016899302417.04,4278791009739.53,4643362316876.29,5237200362179.08,5723198657197.85,6060197874601.82,5911745537532.81,5778499502390.85,6300214427008.06,6369888750457.69,6496622925532.17,7295985756874.69,8684751170170.74,10363985913637.30,12305428133328.30,15236201683023.30,18288487233241.60,17764478035108.30,21493059682977.40,25305276926255.10,26923081448211.50,28523243496381.80,29565359867468.90,28015294861311.70,28180986838493.30,30970110408649.40,32869215496332.80,33680957266845.80,32350795694820.60
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,37717.51,39827.77,42940.74,48293.34,47357.74,53568.50,58111.78,58701.22,61701.17,69616.93,80705.06,81142.29,84848.30,97487.30,131508.96,157650.03,163967.49,178813.35,203219.04,235931.37,279324.22,411300.18,387866.23,323923.01,297777.14,306834.86,302729.05,319444456399.94,325432169616.88,318045684187.07,343419308490.82,345374485113.02,337798009297.58,321656029262.05,307247686482.13,354908181611.74,389481560035.59,403132854610.13,409944717438.39,422283044595.87,468819560579.68,465871870449.61,504753408943.89,564093821517.40,660606024233.45,768202754255.84,926044037993.70,1090056250117.38,1300216193680.81,1285278003255.95,1478815100129.72,1662399695257.61,1785050448630.61,1967697876874.49,2104299978535.73,2086410313106.88,2039250773156.25,2110688903978.31,2228356756468.43,2332822025738.87,2330805085536.47
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12063.68,12910.22,13806.11,14611.95,15945.56,17314.19,18833.65,18930.43,19982.39,22860.73,31424.60,29185.31,32770.75,34960.37,50396.65,57971.55,69959.74,73756.75,80183.72,98427.22,126263.55,243041.61,222135.46,168565.38,144657.06,145317.82,131018.69,134041779464.82,137621034504.24,132645925455.21,146299792605.76,146920912883.27,147612949795.74,131046031666.79,132690298246.09,155408747120.27,171668896343.49,175325578487.66,173354045166.02,180693200742.67,206247566076.23,205813939996.97,227295358597.00,255069084599.54,310751074106.68,371615293327.31,465367890006.92,536919702424.00,636142375419.02,596482217213.47,700019005505.71,804375869723.15,889579521926.63,965831920125.88,1036807352387.70,999690354041.44,930903842237.04,919474226980.62,959604463467.90,987263626955.73,955550161950.50
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5667.76,7076.47,8337.42,9150.68,9333.54,10997.59,16273.25,25802.41,30463.86,37269.16,45808.92,51455.72,51400.19,72482.34,85518.23,90158.45,81052.28,84853.70,85289.49,79954.07,75929617576.88,84300174477.20,94451427898.34,106140727357.03,116621996217.13,128026966579.96,158006700301.53,176892143931.51,202132028723.12,227369679374.97,215748998609.64,95445547872.72,140001351215.46,165021012077.81,160446947784.91,195660611165.18,234772463823.81,256836875295.45,285868618224.02,364570514304.85,432216737774.86,510228634992.26,539580085612.40,755094160363.07,892969107923.09,917869910105.75,912524136718.02,890814755233.23,860854235065.08,931877364177.74,1015618742565.81,1042271531011.99,1119091259074.62,1058423838345.14
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,26675.76,27957.71,30280.70,35169.33,32519.71,37664.22,40796.54,41324.93,43335.10,48515.70,50311.79,53480.33,53219.12,64377.97,82960.98,102412.04,94808.61,106466.11,125414.07,139126.87,152917.95,155979.48,155367.99,149604.67,149595.08,158459.50,170592.46,184795081468.04,187050306057.67,184833281990.55,196214080824.07,197571733063.96,188882256941.87,190409642204.43,173665839726.04,198270615208.06,216359686784.31,226523298225.01,235744740521.61,240520764703.08,261066777793.37,258521823202.31,275593890301.53,306909263344.77,347009511029.30,392965288694.42,455778020734.65,547703120153.87,658088195925.58,685740468150.45,774067284792.04,851164103194.18,885743465109.46,992492158999.46,1057127836058.31,1078896616196.76,1105318283185.94,1192482879144.80,1271203826064.25,1350252498357.17,1383767789763.05
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,914762873.69,1023005862.78,1180968165.41,1382605389.32,1567402513.70,1563667799.62,1659131243.74,1947332921.75,2328658227.85,2822358473.17,3032400000.00,3422651333.95,4466100440.18,5928420955.88,5487083657.89,5920177688.50,6566098381.67,6690725118.48,7000748788.49,7708834951.46,7085288006.11,6846691871.46,6979581724.58,7491969312.88,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029.88,39232.44,42161.48,48421.92,56480.29,59554.85,45865.46,50134.94,53085.46,58448.00,62422.48,67350.99,71463.19,85515.27,99525.90,98472.80,102717.16,121487.32,137300.30,152991.65,186325.35,193490.61,200715.15,218262.27,212158.23,232511.88,248985.99,279033584092.16,296588994812.06,296042354986.13,320979026419.63,270105341879.23,288208430383.96,279296022987.92,327275583539.56,360281952716.80,392897054348.07,415867753863.87,421351477504.74,458820417337.81,468394937262.37,485441014538.64,514937948870.08,607699285433.87,709148514804.66,820381595512.90,940259888792.14,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927772.05,1827637859136.23,1856722121394.42,2039127446299.30,2103587813812.20,2294797980509.51,2651472946375.05,2701111782774.57,2870504096717.48,2622983732006.45
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939.33,2088.01,2260.35,2430.84,2766.61,2945.70,3104.03,3343.64,3278.58,3787.08,4396.68,5099.05,6319.05,7482.35,7898.10,9485.29,9455.24,11250.10,14650.29,18322.21,21751.27,20673.43,21478.12,20769.30,20109.80,21273.35,28719.07,33925835674.16,37778818236.35,39244542917.74,49313360687.77,49795307390.04,55927302693.29,52425693685.31,57106606596.00,69150661616.16,75786499495.97,82821063753.58,90121737131.32,98730943959.09,99871239174.50,109181142729.31,127946590438.55,164259648984.20,193927356593.00,211703631389.13,231983616861.12,269818695592.66,274819833015.97,235879085857.18,222071182064.21,237644567329.29,224984397510.31,238483849535.57,258909619169.70,291521892625.05,299556360839.63,338503196943.17,385967106117.10,398590210120.34,418621818482.31
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199.13,4426.95,4693.57,4928.63,5379.85,6197.32,6789.94,7555.38,8623.17,9743.09,10976.25,13731.80,17153.46,27081.70,46209.09,51776.22,68055.30,80600.12,77994.32,90391.88,94362.28,100499.31,125948.76,156365.16,162276.73,180183.63,209094.56,134009995923.17,123057861333.91,120496362916.27,124813263926.23,,,63743623232.01,71841461172.60,96419225743.67,120403931885.44,113919163421.16,110276913362.51,113848450088.35,109591707802.22,126878750295.94,128626917503.72,153544751395.43,190043433964.84,226452138291.54,266298911661.14,349881601458.56,412336172446.85,416397025729.36,486807615326.15,580764902917.44,598868460912.85,460293149324.33,432687036177.82,384951479697.42,417983583565.54,445345256459.11,294356680624.66,258245497664.39,191718271483.76
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,1954.63,1978.44,2340.52,0.00,0.00,0.00,2896.95,3008.12,3281.71,3865.35,4113.85,5134.37,11516.76,13458.52,17754.83,19838.13,23762.28,37816.46,52569.00,37823.00,42382.33,40712.90,46938.39,48425.16,47264.52,56774193548.39,62684516129.03,65831935483.87,180408064516.13,407796349.66,553671957.67,1031944881.13,3991349282.76,12894029888.11,10433698621.34,20764857056.38,20617405044.24,36881601583.82,48364250943.91,36176430128.81,32928454672.42,21921569478.82,36627901762.06,49954890353.26,65140147197.12,88837055195.26,131614433712.25,111657581662.35,138516722649.57,185749664444.44,218002481737.69,234637675128.65,228415656174.96,166774109673.73,166602488747.89,190643898226.35,212271807144.37,222434137055.84,167224432560.32
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248.43,253.89,284.92,340.06,434.27,523.69,628.89,621.23,474.40,414.71,526.70,670.25,839.65,1154.44,1515.19,1406.88,1669.49,2208.51,2511.83,2853.44,3381.42,3493.00,3206.63,2765.95,2864.44,2984.05,3989.62,5520318352.93,6106635769.75,5672569396.48,6468736286.93,6909730237.32,7080981668.55,6218581472.47,6389460285.60,7123633356.37,7426081278.20,7569666973.65,8503693098.62,8982047589.49,9025660361.76,8234846804.61,9318395054.86,11429333037.84,13825302535.77,16852963067.05,17465318552.29,21652505596.75,18074622987.02,13154414219.21,13751161917.74,15221622925.93,14751508133.54,16125060515.31,17867662177.89,17517210519.09,20793168030.95,24728285177.46,26224228693.40,24836714771.46,21714670569.60
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2598.50,3138.50,2510.00,2992.33,3405.33,3663.33,3980.00,4030.00,4619.00,5329.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,100734903862.12,110428661215.03,114976879747.20,116207999000.03,117373576587.68,132705321658.94,131056971966.62,121411638102.07,127330118574.47,135728171575.19,142660526327.52,154157752143.27,179067829653.61,216338894091.42,207499297357.78,234000056700.03,261013927690.22,257173086463.69,292692657451.92,310047504908.57,300122499721.28,318616506157.95,352667925811.03,370455651179.96,394652208893.14,401953804837.09
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385.29,44842.76,50383.89,57710.74,63175.42,67978.15,73654.87,81133.12,87942.23,97085.08,113395.32,124672.37,145260.04,175492.06,199564.49,227695.85,224717.28,257596.31,315058.32,393677.16,477256.78,430702.85,427272.65,443042.37,437887.69,452217.49,640386.35,805713128174.49,891608957155.61,928661332204.35,1181222653522.95,1246220156079.29,1320161644933.23,1064958075550.63,1099216688280.50,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.40,1252023758789.69,1143829832319.88,1167012796420.58,1270712309429.70,1574145823927.77,1803226967966.23,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875797463583.87,1956950469673.29,2091117091124.10,2004913357800.00,1886445268340.71
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699.05,748.03,777.71,826.69,897.93,972.14,1096.74,1148.03,1083.88,1191.29,1404.78,1539.87,1875.05,1905.92,2375.10,2860.41,2966.01,3249.70,2644.45,2425.03,2679.41,2979.06,3293.53,3619.29,2373.57,2100.22,2754.57,3286987551.72,3828310734.98,4404970058.84,4592224067.37,4106199176.29,3535460089.81,5440064773.17,5452564385.43,6577523824.70,7393883554.78,8400033894.00,8787195622.44,8887061866.89,9005064474.93,9194717836.00,9719017925.93,9430230564.47,10174664853.95,11243868485.74,11930171468.38,12799593017.71,13709402085.32,12120460872.80,13220556882.70,14444655299.88,14807086889.21,14264202737.31,13899228824.22,14188935947.57,14077109396.86,14808989993.32,15730793852.79,15830768549.89,13812421803.41
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,599.83,658.08,631.76,561.19,698.96,639.60,678.24,788.57,943.70,1197.45,1363.04,1708.73,2096.57,2602.75,3271.73,3910.04,4384.69,4680.57,4920.41,4966.71,4993.83,6401.38,6755599113.74,6277197435.21,4220945005.22,4160003917.43,4344250257.01,5311329067.37,5605841535.58,6237739516.24,6727446632.42,6928359238.36,7246188575.46,7912327362.48,8149106064.88,8460424400.56,8975689844.85,9582453032.44,10195660789.84,11411390409.03,12588665303.24,15056929760.23,17110587447.11,22657662392.56,24537876056.34,27133804225.35,29524149154.93,31634561690.14,34454440140.85,36847643521.13,38587017887.32,39892551126.76,41408960845.07,42932112676.06,44502895915.49,43697659275.31
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307.34,53508.62,60723.02,69498.13,81749.01,90950.28,105628.07,123781.88,146601.07,172204.20,212609.19,240151.81,318031.30,432082.67,479626.00,521541.91,586161.86,721411.79,1013612.17,1055012.12,1105385.97,1218988.94,1134518.00,1243323.59,1318381.63,1398892.74,2078953.33,2532808573157.03,3071683013178.91,3054914166263.18,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4907039384469.68,5449116304981.10,4833712542207.10,4414732843544.43,4032509760872.94,4562078822335.45,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.40,4515264514430.57,5037908465114.48,5231382674593.70,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4922538141454.62,4866864409657.68,4954806619995.19,5064872875604.59,
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,26932729102.74,24923076923.08,24917355371.90,23409260879.94,21250792886.11,20374302652.38,21035368250.89,22165932062.97,22135254836.00,16870821839.76,18291994909.00,22152694161.89,24636593223.35,30833699702.76,43151647002.61,57123671733.90,81003884545.41,104849886825.58,133441612246.80,115308661142.93,148047348240.64,192626507971.58,207998568865.79,236634552078.10,221415572819.50,184388432148.72,137278320084.17,166805800595.70,179339994859.38,181667190075.54,169835426427.15
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791.27,792.96,868.11,926.59,998.76,997.92,1164.52,1232.56,1353.30,1458.38,1603.45,1778.39,2107.28,2509.00,2969.94,3259.34,3474.54,4494.38,5303.73,6234.39,7265.32,6854.49,6431.58,5979.20,6191.44,6135.03,7239.13,7970820530.75,8355380879.13,8283114648.37,8572359162.86,8151479004.21,8209129171.74,5751789915.05,7148145375.79,9046326059.99,12045858436.24,13115773737.57,14093998843.73,12896013576.73,12705357103.01,12986007425.88,13147743910.72,14904517649.85,16095337093.84,18737897744.79,25825524820.81,31958195182.24,35895153327.85,37021512048.82,40000088346.80,41953433591.41,50412754861.02,55096728047.94,61448046801.60,64007750169.33,69188755364.30,78965004656.18,87778582964.14,95503088538.09,98842939649.11
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,2675000000.00,2569444444.44,2316562500.00,2028295454.55,1681006993.01,1661018518.52,1827570586.17,1767864035.72,1645963749.83,1249061487.01,1369688498.07,1525116370.28,1605643104.73,1919008090.50,2211534585.00,2460248026.18,2834168889.42,3802566170.82,5139957784.91,4690062255.12,4794357795.07,6197766118.60,6605139933.41,7335027591.92,7468096566.71,6678178340.45,6813092065.84,7702934800.13,8271106196.04,8871019822.77,7735976612.64
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637.14,642.86,660.00,728.57,782.86,868.57,914.29,962.86,1065.71,978.87,718.40,969.91,505.55,702.90,588.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,2533727592.03,2791435272.26,3441205692.90,3506695719.57,3443413388.71,3120425502.57,3517242477.23,3654031716.28,3984000517.02,4284028482.55,4658246918.26,5337833248.03,6293046161.83,7274595706.66,8639235842.18,10351914093.16,10401851850.61,11242275198.97,12829541141.02,14054443213.47,15227991395.22,16702610842.41,18049954289.43,20016747754.02,22177200511.59,24571753583.50,27089389786.97,25291251427.40
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.30,15.28,18.94,31.71,85.64,55.08,41.11,38.75,45.21,42.62,38.72,41.37,40.57,37.84,41.25,32.13,32.09,33608738.27,42972107.20,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.40,63101272.37,72196457.68,90231856.80,102367039.27,112133944.25,110234939.76,132671742.95,141042610.30,132420059.27,156120895.25,181705002.58,190243321.60,185113921.61,179703443.30,171117872.44,178328873.03,187276210.91,196737896.00,194647201.95,199573325.99
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12.37,12.48,12.54,12.83,13.42,13.59,14.47,16.74,14.60,15.85,16.30,19.62,22.94,24.20,31.51,33.36,30.10,44.50,49.43,58.84,68.46,80.89,86.02,86.87,98.60,111.01,130.69,147748148.15,172692592.59,192518518.52,217259259.26,220540740.74,242137037.04,263755555.56,295159259.26,313485185.19,333944444.44,374641307.97,383257331.41,406595484.37,421695769.84,458643829.01,481077373.67,469869869.87,506900000.00,547203703.70,644411111.11,689285185.19,751233333.33,747862962.96,760170370.37,817759259.26,800414814.81,839770370.37,916566666.67,923155555.56,971170370.37,996944444.44,1010822222.22,1044711111.11,927451851.85
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3958.19,2417.56,2814.32,3988.78,3458.94,3120.83,3928.91,4855.91,6119.28,7678.58,9005.02,9903.50,10862.33,13876.53,19544.09,21784.30,29902.48,38446.49,51972.11,66946.90,65398.65,72933.35,78358.87,87760.36,97510.24,101296.18,116836.80,147948259722.58,199590823957.24,246927292765.02,283367525714.93,330648530715.21,355525267405.37,392666101884.96,463617399962.66,566583427334.14,610169556840.08,569754543829.96,383330931042.36,497512659612.05,576178114168.49,547658231279.87,627246081417.00,702717332012.99,793175007858.07,934901071332.98,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.74,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1646739219509.89,1630525005469.11
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,2097.45,2391.49,2441.89,2663.12,2769.53,2873.98,3880.37,4451.20,5408.29,13004.77,12024.14,13131.67,14135.73,15500.91,24746.02,28638.55,25056.67,21577.98,20869.43,21697.30,21442.62,17903.68,22365734481.52,20692472759.86,24312117767.19,18427777777.78,11008793176.22,19858555214.72,23941391390.73,24848483838.38,27191353887.40,31493319973.28,30355093966.37,25939960629.92,30123850197.11,37712842242.50,34887512226.93,38137545245.15,47876510067.11,59439090600.61,80798630136.99,101548931771.19,114639690358.90,147395089285.71,105963168867.27,115419399860.43,154068115942.03,174070382279.39,174161142454.16,162631412508.78,114567298105.68,109419728566.70,120707435412.36,138182400493.59,136196760180.98,
